box_id,original_no,province_zone,subzone,store_name,floor,contact,landmark,gps_lat,gps_lng,google_maps_url,status,cycle_months,last_collect_month,last_collect_day,last_collect_date,next_due_date,note
เพชรบุรี ประจวบ-153,,เพชรบุรี ประจวบ,บริษัท แสนดี ซุปเปอร์ จำกัด,ไปรษณีย์ไทย สาขาปราณบุรี,,,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-154,,เพชรบุรี ประจวบ,บริษัท แสนดี ซุปเปอร์ จำกัด,ไปรษณีย์สามร้อยยอด,,,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-155,,เพชรบุรี ประจวบ,ร้านเครื่องเขียนโสภา(ย้ายไปอีกที่หนึ่ง),โรงแรมฮิลตัล หัวหิน,,ติดต่อแผนกบุคคล,,,,,ใช้งาน,3,ม.ค,14,,,
เพชรบุรี ประจวบ-156,,เพชรบุรี ประจวบ,ร้านเครื่องเขียนโสภา(ย้ายไปอีกที่หนึ่ง),ธนาคารออมสินหัวหิน (กล่องจิ๋ว),,,,,,,ใช้งาน,3,ม.ค,น้อย,,,
เพชรบุรี ประจวบ-157,,เพชรบุรี ประจวบ,ร้านเครื่องเขียนโสภา(ย้ายไปอีกที่หนึ่ง),ธนาคารกรุงไทย หัวหิน,,,,,,,ใช้งาน,3,ม.ค,14,,,
เพชรบุรี ประจวบ-158,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ที่ว่าการอำเภอประจวบคีรีขันธ์,,,ถนนเทศบาลบำรุง,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-159,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,โรงแรมประจวบแกรนด์ Prachuap Grand Hotel,,,ถนนสละชีพ,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-160,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,สถานีตำรวจภูธรเมืองประจวบคีรีขันธ์,,,,,,,ใช้งาน,3,ม.ค,น้อย,,,
เพชรบุรี ประจวบ-161,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,สำนักงานพาณิชย์จังหวัดประจวบ,,,,,,,ใช้งาน,3,ม.ค,14,,,
เพชรบุรี ประจวบ-162,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ร้านกาแฟ Beam Coffee Cup,,ย้ายมาอยู่ใน รพ.ประจวบแผนกตรวจเลือด,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-163,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ครัวฟ้าทะลายโจร คลองวาฬ,,อยู่ข้างธนาคารกรุงเทพ,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-164,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ศรีสมรฟู๊ดดริ้ง (Srisamorn Food&Drink),,,ใกล้วัดคลองวาฬ,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-165,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ร้านภควดีนวดเพื่อเสริมความงาม,,,,,,,ใช้งาน,3,ม.ค,ปิด,,,
เพชรบุรี ประจวบ-166,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ร้านอาหารตามสั่งบัวชมพู Buachompoo,,ใกล้กับสถานีตำรวจภูธรคลองวาฬ,,,,,ใช้งาน,3,ม.ค,ปิด,,,
เพชรบุรี ประจวบ-*เก่าหาย,*เก่าหาย,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,รพสต. สถานีอนามัยตำบลคลองวาฬ,,,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-168,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ร้านมินิมาร์ท (ซอยเทศบาล 18 )ซอยลีลาวดี,,อยู่ใกล้กับร้าน ทอมโฟน,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-169,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,Flash Home คลองวาฬ,,,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-170,,เพชรบุรี ประจวบ,อ่าวมะนาว-คลองวาฬ,ร้านคลองวาฬเภสัช,,,ตรงข้ามป้อมตำรวจคลองวาฬ,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-171,,เพชรบุรี ประจวบ,ช่างจั๊บกุญแจ เมืองประจวบ(ร้านกุญแจเมืองประจวบ),ห้องภาพไทอาร์ต คัลเลอร์ 2,,ถนนพิทักษ์ชาติ(032-611 662),,,,,ใช้งาน,3,ม.ค,น้อย,,,
เพชรบุรี ประจวบ-172,,เพชรบุรี ประจวบ,ช่างจั๊บกุญแจ เมืองประจวบ(ร้านกุญแจเมืองประจวบ),ร้านเสียงใหม่โฟน,,,,,,,ใช้งาน,3,ม.ค,13,,,
เพชรบุรี ประจวบ-173,,เพชรบุรี ประจวบ,ร้านกาแล็คซี่โฟน,ร้านประจวบเภสัช,,,,,,,ใช้งาน,3,ม.ค,13,,,
